receipt_number	date	open_time	close_time	table	server_id	server_name	guests	shift	food_subtotal	beverage_subtotal	discount	comp	voided	subtotal	tax	total	tip	cash	card	payment_method	store_id	service_type
CHQ-FRMX-MB-CDMX-001-20240129-1898	2024-01-29	15:23	18:38	25	MES-036	María Elena Gutiérrez Flores	3	night	509.25	169.75	0	0	0	679	108.64	787.64	95.06	0	787.64	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-1899	2024-01-30	16:42	19:00	2	MES-029	Sofía Reyes Morales	2	afternoon	312	104	0	0	0	416	66.56	482.56	58.24	0	482.56	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-1900	2024-01-31	16:08	12:24	12	MES-039	José Antonio López Hernández	4	afternoon	162	54	8.64	0	4.32	216	32.49	235.53	28.43	235.53	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-1901	2024-01-32	19:27	19:38	10	MES-010	Luis Ramírez Torres	4	morning	444.75	148.25	23.72	8.9	11.86	593	87.76	636.28	76.79	0	636.28	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-1902	2024-01-33	14:26	8:12	23	MES-014	Pablo Mendoza Romero	2	afternoon	504	168	0	0	0	672	107.52	779.52	94.08	0	779.52	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-1903	2024-01-34	14:10	12:53	13	MES-025	Carmen Jiménez Ortiz	4	night	618	206	0	0	0	824	131.84	955.84	115.36	955.84	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-1904	2024-01-35	14:35	21:11	11	MES-006	Carmen Jiménez Ortiz	4	night	293.25	97.75	15.64	0	0	391	60.06	435.42	52.55	435.42	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-1905	2024-01-29	8:46	22:05	6	MES-020	Diego Vázquez Castillo	3	morning	347.25	115.75	0	6.94	9.26	463	71.49	518.29	62.55	0	518.29	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-1906	2024-01-30	18:36	11:00	13	MES-030	José Antonio López Hernández	2	morning	474	158	25.28	9.48	0	632	95.56	692.8	83.61	0	692.8	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-1907	2024-01-31	7:52	21:37	28	MES-036	Pablo Mendoza Romero	4	afternoon	306.75	102.25	16.36	6.14	8.18	409	60.53	438.85	52.96	0	438.85	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-1908	2024-01-32	8:55	21:15	22	MES-039	Carmen Jiménez Ortiz	3	night	406.5	135.5	21.68	0	0	542	83.25	603.57	72.84	0	603.57	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-1909	2024-01-33	19:12	22:08	25	MES-005	Sofía Reyes Morales	1	night	308.25	102.75	0	0	0	411	65.76	476.76	57.54	476.76	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-1910	2024-01-34	22:47	22:48	5	MES-023	Ana Cruz Martínez	3	night	126.75	42.25	0	2.53	3.38	169	26.09	189.18	22.83	0	189.18	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-1911	2024-01-35	13:09	9:02	20	MES-019	Carmen Jiménez Ortiz	3	night	167.25	55.75	0	0	0	223	35.68	258.68	31.22	258.68	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-1912	2024-01-29	10:41	22:25	23	MES-015	Sofía Reyes Morales	3	morning	276	92	0	0	0	368	58.88	426.88	51.52	0	426.88	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-1913	2024-01-30	21:58	23:39	24	MES-012	Sofía Reyes Morales	4	morning	342	114	18.24	6.84	0	456	68.95	499.87	60.33	499.87	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-1914	2024-01-31	22:36	22:32	19	MES-003	Ana Cruz Martínez	2	night	622.5	207.5	33.2	0	16.6	830	124.83	905.03	109.23	0	905.03	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-1915	2024-01-32	8:17	13:04	28	MES-010	José Antonio López Hernández	2	night	290.25	96.75	15.48	0	7.74	387	58.2	421.98	50.93	0	421.98	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-1916	2024-01-33	8:06	20:54	13	MES-014	Carmen Jiménez Ortiz	2	afternoon	339	113	18.08	0	9.04	452	67.98	492.86	59.48	492.86	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-1917	2024-01-34	13:47	23:38	22	MES-026	Carmen Jiménez Ortiz	1	night	424.5	141.5	22.64	0	0	566	86.94	630.3	76.07	630.3	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-1918	2024-01-35	17:19	23:33	27	MES-036	Luis Ramírez Torres	4	night	301.5	100.5	16.08	0	8.04	402	60.46	438.34	52.9	438.34	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-1919	2024-01-29	16:48	19:36	27	MES-004	Diego Vázquez Castillo	1	afternoon	480	160	0	9.6	0	640	100.86	731.26	88.26	731.26	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-1920	2024-01-30	18:30	15:46	8	MES-001	Pablo Mendoza Romero	2	night	668.25	222.75	35.64	0	0	891	136.86	992.22	119.75	0	992.22	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-1921	2024-01-31	20:36	19:08	16	MES-012	Pablo Mendoza Romero	3	night	597.75	199.25	31.88	0	15.94	797	119.87	869.05	104.89	869.05	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-1922	2024-01-32	11:30	23:07	23	MES-003	Carmen Jiménez Ortiz	2	morning	216	72	11.52	0	0	288	44.24	320.72	38.71	0	320.72	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-1923	2024-01-33	11:28	21:41	8	MES-011	Carmen Jiménez Ortiz	4	afternoon	165	55	0	0	4.4	220	34.5	250.1	30.18	0	250.1	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-1924	2024-01-34	13:12	16:47	11	MES-002	José Antonio López Hernández	3	morning	120.75	40.25	0	0	3.22	161	25.24	183.02	22.09	183.02	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-1925	2024-01-35	18:56	8:03	16	MES-018	Carmen Jiménez Ortiz	3	night	455.25	151.75	0	0	0	607	97.12	704.12	84.98	0	704.12	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-1926	2024-01-29	10:39	16:04	22	MES-038	Ana Cruz Martínez	1	night	374.25	124.75	19.96	0	0	499	76.65	555.69	67.07	555.69	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-1927	2024-01-30	14:06	12:26	25	MES-001	Carmen Jiménez Ortiz	4	morning	225	75	12	0	0	300	46.08	334.08	40.32	334.08	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-1928	2024-01-31	21:51	11:45	2	MES-038	Diego Vázquez Castillo	1	afternoon	656.25	218.75	35	0	17.5	875	131.6	954.1	115.15	0	954.1	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-1929	2024-01-32	18:44	18:41	8	MES-039	María Elena Gutiérrez Flores	3	morning	177.75	59.25	9.48	0	0	237	36.4	263.92	31.85	0	263.92	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-1930	2024-01-33	18:55	14:26	28	MES-019	María Elena Gutiérrez Flores	2	night	573.75	191.25	30.6	0	0	765	117.5	851.9	102.82	0	851.9	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-1931	2024-01-34	13:34	17:32	30	MES-039	Carmen Jiménez Ortiz	4	morning	500.25	166.75	0	0	0	667	106.72	773.72	93.38	773.72	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-1932	2024-01-35	14:03	21:40	16	MES-009	José Antonio López Hernández	1	night	309	103	16.48	0	0	412	63.28	458.8	55.37	0	458.8	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-1933	2024-01-29	9:57	19:53	13	MES-020	Carmen Jiménez Ortiz	3	afternoon	199.5	66.5	0	0	0	266	42.56	308.56	37.24	0	308.56	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-1934	2024-01-30	22:32	17:01	14	MES-020	Luis Ramírez Torres	2	morning	494.25	164.75	26.36	9.89	13.18	659	97.53	707.1	85.34	707.1	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-1935	2024-01-31	13:02	12:39	29	MES-012	Ana Cruz Martínez	3	afternoon	363.75	121.25	0	0	9.7	485	76.05	551.35	66.54	0	551.35	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-1936	2024-01-32	7:22	15:12	5	MES-029	Sofía Reyes Morales	4	afternoon	620.25	206.75	0	12.41	16.54	827	127.69	925.74	111.73	925.74	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-1937	2024-01-33	20:03	22:16	18	MES-027	Diego Vázquez Castillo	4	afternoon	219.75	73.25	0	4.39	0	293	46.18	334.79	40.41	0	334.79	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-1938	2024-01-34	8:48	13:04	11	MES-021	Sofía Reyes Morales	1	night	334.5	111.5	17.84	0	0	446	68.51	496.67	59.94	0	496.67	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-1939	2024-01-35	17:02	8:49	19	MES-001	José Antonio López Hernández	1	night	522	174	0	0	0	696	111.36	807.36	97.44	0	807.36	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-1940	2024-01-29	21:16	16:12	3	MES-002	Sofía Reyes Morales	4	morning	571.5	190.5	0	0	15.24	762	119.48	866.24	104.55	0	866.24	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-1941	2024-01-30	21:10	8:36	3	MES-020	José Antonio López Hernández	4	morning	183	61	0	3.66	4.88	244	37.67	273.13	32.96	0	273.13	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-1942	2024-01-31	7:31	11:20	2	MES-028	Ana Cruz Martínez	4	afternoon	474.75	158.25	25.32	0	12.66	633	95.2	690.22	83.3	0	690.22	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-1943	2024-01-32	21:53	10:44	5	MES-027	Diego Vázquez Castillo	1	afternoon	251.25	83.75	13.4	0	6.7	335	50.38	365.28	44.09	365.28	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-1944	2024-01-33	12:37	17:37	17	MES-027	María Elena Gutiérrez Flores	4	night	207.75	69.25	0	0	5.54	277	43.43	314.89	38	314.89	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-1945	2024-01-34	16:43	23:39	20	MES-023	Ana Cruz Martínez	1	morning	153.75	51.25	8.2	0	4.1	205	30.83	223.53	26.98	0	223.53	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-1946	2024-01-35	16:26	8:27	6	MES-003	Pablo Mendoza Romero	4	afternoon	562.5	187.5	0	0	15	750	117.6	852.6	102.9	852.6	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-1947	2024-01-29	18:53	18:28	6	MES-018	María Elena Gutiérrez Flores	4	night	231.75	77.25	12.36	0	6.18	309	46.47	336.93	40.66	0	336.93	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-1948	2024-01-30	14:34	16:38	29	MES-015	Ana Cruz Martínez	3	afternoon	336.75	112.25	0	0	0	449	71.84	520.84	62.86	0	520.84	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-1949	2024-01-31	14:35	8:44	24	MES-005	Ana Cruz Martínez	1	morning	238.5	79.5	0	0	0	318	50.88	368.88	44.52	368.88	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-1950	2024-01-32	12:53	10:16	17	MES-024	Ana Cruz Martínez	3	morning	313.5	104.5	16.72	0	0	418	64.2	465.48	56.18	465.48	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-1951	2024-01-33	20:56	20:01	3	MES-014	María Elena Gutiérrez Flores	2	night	215.25	71.75	11.48	0	5.74	287	43.16	312.94	37.77	0	312.94	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-1952	2024-01-34	16:11	15:57	17	MES-029	Luis Ramírez Torres	1	night	103.5	34.5	0	0	2.76	138	21.64	156.88	18.93	0	156.88	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-1953	2024-01-35	12:16	20:02	8	MES-030	Sofía Reyes Morales	2	night	110.25	36.75	5.88	2.21	0	147	22.23	161.14	19.45	0	161.14	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-1954	2024-01-29	15:48	13:34	4	MES-001	José Antonio López Hernández	1	morning	381	127	0	7.62	10.16	508	78.44	568.66	68.63	568.66	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-1955	2024-01-30	11:35	14:48	14	MES-040	Luis Ramírez Torres	2	morning	222	74	0	0	5.92	296	46.41	336.49	40.61	0	336.49	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-1956	2024-01-31	15:57	20:57	11	MES-008	Ana Cruz Martínez	2	night	220.5	73.5	0	0	0	294	47.04	341.04	41.16	341.04	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-1957	2024-01-32	13:31	15:24	30	MES-016	José Antonio López Hernández	3	night	176.25	58.75	9.4	0	4.7	235	35.34	256.24	30.93	256.24	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-1958	2024-01-33	7:54	12:19	19	MES-003	María Elena Gutiérrez Flores	3	afternoon	599.25	199.75	0	0	0	799	127.84	926.84	111.86	0	926.84	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-1959	2024-01-34	8:53	12:58	18	MES-013	María Elena Gutiérrez Flores	2	afternoon	655.5	218.5	0	0	17.48	874	137.04	993.56	119.91	0	993.56	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-1960	2024-01-35	16:19	20:32	27	MES-037	Luis Ramírez Torres	1	afternoon	466.5	155.5	0	0	12.44	622	97.53	707.09	85.34	0	707.09	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-1961	2024-01-29	22:29	13:01	3	MES-012	José Antonio López Hernández	1	night	137.25	45.75	0	0	0	183	29.28	212.28	25.62	212.28	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-1962	2024-01-30	21:18	19:29	4	MES-006	Diego Vázquez Castillo	1	afternoon	105.75	35.25	5.64	0	2.82	141	21.21	153.75	18.56	0	153.75	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-1963	2024-01-31	21:20	8:07	27	MES-039	José Antonio López Hernández	4	afternoon	360	120	0	0	0	480	76.8	556.8	67.2	556.8	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-1964	2024-01-32	22:33	12:21	8	MES-038	Diego Vázquez Castillo	1	night	112.5	37.5	0	2.25	0	150	23.64	171.39	20.69	171.39	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-1965	2024-01-33	19:17	8:25	4	MES-008	Luis Ramírez Torres	4	morning	190.5	63.5	0	3.81	0	254	40.03	290.22	35.03	0	290.22	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-1966	2024-01-34	14:27	9:53	17	MES-038	Pablo Mendoza Romero	4	morning	462	154	0	0	12.32	616	96.59	700.27	84.52	0	700.27	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-1967	2024-01-35	17:45	19:45	17	MES-013	Diego Vázquez Castillo	1	morning	603	201	0	12.06	16.08	804	124.14	900	108.62	900	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-1968	2024-01-29	18:40	21:30	5	MES-001	Carmen Jiménez Ortiz	4	night	138.75	46.25	7.4	0	0	185	28.42	206.02	24.86	0	206.02	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-1969	2024-01-30	10:29	10:24	20	MES-029	Diego Vázquez Castillo	2	night	339	113	0	6.78	0	452	71.24	516.46	62.33	516.46	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-1970	2024-01-31	14:42	8:43	3	MES-006	Luis Ramírez Torres	4	morning	163.5	54.5	0	3.27	0	218	34.36	249.09	30.06	0	249.09	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-1971	2024-01-32	22:07	11:35	8	MES-024	Luis Ramírez Torres	1	night	258	86	13.76	0	0	344	52.84	383.08	46.23	0	383.08	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-1972	2024-01-33	12:28	8:56	30	MES-026	Diego Vázquez Castillo	2	afternoon	381	127	20.32	0	10.16	508	76.4	553.92	66.85	0	553.92	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-1973	2024-01-34	15:02	13:07	18	MES-026	Sofía Reyes Morales	3	afternoon	429.75	143.25	0	8.59	11.46	573	88.47	641.42	77.41	0	641.42	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-1974	2024-01-35	7:56	16:46	22	MES-021	Diego Vázquez Castillo	2	afternoon	105	35	5.6	0	2.8	140	21.06	152.66	18.42	152.66	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-1975	2024-01-29	20:24	15:42	28	MES-007	María Elena Gutiérrez Flores	4	morning	401.25	133.75	0	8.03	10.7	535	82.6	598.87	72.28	0	598.87	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-1976	2024-01-30	20:36	22:20	9	MES-026	Luis Ramírez Torres	4	night	133.5	44.5	0	2.67	3.56	178	27.48	199.25	24.05	0	199.25	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-1977	2024-01-31	19:40	14:20	6	MES-001	José Antonio López Hernández	4	night	171.75	57.25	9.16	0	0	229	35.17	255.01	30.78	0	255.01	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-1978	2024-01-32	13:26	16:21	30	MES-039	Diego Vázquez Castillo	4	morning	496.5	165.5	26.48	0	0	662	101.68	737.2	88.97	0	737.2	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-1979	2024-01-33	13:10	13:56	9	MES-004	Sofía Reyes Morales	1	afternoon	376.5	125.5	0	0	0	502	80.32	582.32	70.28	582.32	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-1980	2024-01-34	16:20	13:48	3	MES-029	Sofía Reyes Morales	1	night	327.75	109.25	0	0	8.74	437	68.52	496.78	59.96	496.78	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-1981	2024-01-35	13:33	9:29	13	MES-030	Sofía Reyes Morales	2	afternoon	312	104	0	6.24	8.32	416	64.23	465.67	56.2	0	465.67	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-1982	2024-01-29	7:26	18:31	25	MES-013	Ana Cruz Martínez	1	morning	294	98	15.68	5.88	0	392	59.27	429.71	51.86	429.71	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-1983	2024-01-30	21:28	20:57	13	MES-033	Luis Ramírez Torres	1	night	339.75	113.25	18.12	0	9.06	453	68.13	493.95	59.61	0	493.95	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-1984	2024-01-31	17:28	11:57	25	MES-015	Carmen Jiménez Ortiz	2	morning	283.5	94.5	0	5.67	7.56	378	58.36	423.13	51.07	423.13	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-1985	2024-01-32	15:56	15:08	29	MES-004	Sofía Reyes Morales	3	afternoon	405.75	135.25	0	8.12	0	541	85.26	618.14	74.6	0	618.14	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-1986	2024-01-33	15:16	18:05	15	MES-028	José Antonio López Hernández	1	afternoon	435.75	145.25	0	0	11.62	581	91.1	660.48	79.71	0	660.48	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-1987	2024-01-34	10:03	16:20	28	MES-005	José Antonio López Hernández	1	morning	224.25	74.75	0	0	5.98	299	46.88	339.9	41.02	339.9	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-1988	2024-01-35	7:37	21:20	28	MES-032	Ana Cruz Martínez	3	morning	345	115	0	6.9	9.2	460	71.02	514.92	62.15	514.92	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-1989	2024-01-29	20:10	20:02	23	MES-040	Luis Ramírez Torres	4	night	504.75	168.25	0	10.09	13.46	673	103.91	753.36	90.92	753.36	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-1990	2024-01-30	17:14	13:34	18	MES-011	Diego Vázquez Castillo	1	night	569.25	189.75	30.36	0	0	759	116.58	845.22	102.01	845.22	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-1991	2024-01-31	19:09	22:03	28	MES-040	María Elena Gutiérrez Flores	4	morning	483	161	0	0	0	644	103.04	747.04	90.16	747.04	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-1992	2024-01-32	8:38	11:51	18	MES-026	Diego Vázquez Castillo	1	afternoon	165	55	8.8	0	0	220	33.79	244.99	29.57	0	244.99	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-1993	2024-01-33	8:52	11:40	30	MES-009	Ana Cruz Martínez	3	morning	153.75	51.25	0	0	4.1	205	32.14	233.04	28.13	0	233.04	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-1994	2024-01-34	7:10	16:58	7	MES-015	José Antonio López Hernández	2	night	225	75	0	0	6	300	47.04	341.04	41.16	0	341.04	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-1995	2024-01-35	16:19	22:26	16	MES-040	Sofía Reyes Morales	1	night	115.5	38.5	0	0	0	154	24.64	178.64	21.56	0	178.64	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-1996	2024-01-29	17:56	8:58	14	MES-007	José Antonio López Hernández	4	morning	148.5	49.5	7.92	2.97	0	198	29.94	217.05	26.2	0	217.05	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-1997	2024-01-30	20:43	10:13	3	MES-040	Carmen Jiménez Ortiz	2	afternoon	556.5	185.5	0	0	14.84	742	116.35	843.51	101.8	0	843.51	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-1998	2024-01-31	11:41	11:08	1	MES-005	María Elena Gutiérrez Flores	2	night	271.5	90.5	0	5.43	7.24	362	55.89	405.22	48.91	0	405.22	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-1999	2024-01-32	18:10	22:42	27	MES-010	Sofía Reyes Morales	3	afternoon	545.25	181.75	0	0	14.54	727	113.99	826.45	99.74	0	826.45	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-2000	2024-01-33	14:18	22:47	9	MES-017	María Elena Gutiérrez Flores	1	afternoon	210	70	11.2	0	5.6	280	42.11	305.31	36.85	305.31	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-2001	2024-01-34	14:52	11:14	29	MES-015	Sofía Reyes Morales	4	afternoon	665.25	221.75	35.48	0	17.74	887	133.4	967.18	116.73	967.18	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-2002	2024-01-35	17:33	16:01	15	MES-020	Carmen Jiménez Ortiz	1	afternoon	672.75	224.25	35.88	0	17.94	897	134.91	978.09	118.05	978.09	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-2003	2024-01-29	14:41	9:15	26	MES-010	Ana Cruz Martínez	3	morning	621	207	0	0	0	828	132.48	960.48	115.92	0	960.48	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-2004	2024-01-30	10:57	12:08	9	MES-010	Carmen Jiménez Ortiz	1	night	130.5	43.5	0	0	3.48	174	27.28	197.8	23.87	0	197.8	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-2005	2024-01-31	13:38	19:21	16	MES-015	Pablo Mendoza Romero	1	afternoon	369	123	0	0	0	492	78.72	570.72	68.88	0	570.72	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-2006	2024-01-32	22:23	13:02	4	MES-005	Carmen Jiménez Ortiz	4	night	632.25	210.75	0	12.65	16.86	843	130.16	943.65	113.89	0	943.65	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-2007	2024-01-33	11:41	15:32	16	MES-030	Ana Cruz Martínez	1	night	378.75	126.25	0	0	10.1	505	79.18	574.08	69.29	0	574.08	tarjeta	FRMX-TV-CDMX-001	express
